price,bedrooms,bathrooms,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15,when_sold,district
998800,3,2,8000,1,0,2,4,9,2250,0,1955,0,2880,10960,1689,1
350000,4,2.5,2248,1.5,0,0,3,7,1530,0,1914,0,1340,3700,1658,1
1e+06,4,1.75,11436,1,0,0,5,9,1780,0,1967,0,2100,12052,1703,2
561000,3,2.5,5277,2,0,0,3,7,2120,0,2005,0,2370,5257,1478,2
245000,2,1,6685,1,0,0,3,7,1190,310,1926,0,1420,6561,1732,1
570000,2,1,6685,1,0,0,3,7,1190,310,1926,0,1420,6561,1511,1
845000,4,3,4000,1.5,0,0,5,8,1460,930,1931,0,1670,4000,1617,1
314500,4,2.5,9600,2,0,0,3,7,2390,0,1996,0,1900,9603,1648,4
650000,3,1.75,9370,1,0,0,4,8,1620,1300,1981,0,2890,9609,1751,2
298000,2,1,5000,1,0,0,3,5,850,0,1907,0,910,4815,1429,1
5e+05,2,1,3200,1,0,0,3,7,930,0,1904,0,1690,3840,1456,1
870000,4,2.5,12248,2,0,1,3,9,2470,870,1998,0,2110,5679,1759,1
299000,2,1,6732,1,0,0,5,6,710,0,1942,0,710,6720,1459,1
527000,3,2.25,6450,1,0,0,3,7,1440,800,1979,0,1390,6450,1696,1
420000,3,1,7638,1,0,0,5,7,1060,0,1966,0,1470,8097,1610,2
290000,3,2.5,8764,2,0,0,3,8,2360,0,1991,0,2360,8746,1512,8
1662000,4,2.75,19200,1,1,4,4,9,1950,1570,1951,0,2450,7000,1632,1
499990,3,1.75,9334,1,0,0,3,8,1220,510,1977,0,2020,10000,1693,2
315000,3,1.75,4000,1,0,0,3,6,720,450,1943,2013,1130,4000,1620,1
425000,4,2.25,26266,2,0,0,4,9,3680,0,1981,0,2340,19939,1627,4
630000,3,2.5,46609,2,0,0,3,9,2900,0,1987,0,2570,42188,1507,2
365000,3,1.75,7205,1.5,0,0,3,7,1290,0,1971,0,1340,7214,1598,2
774000,4,2.75,7000,2,0,0,5,8,2010,0,1901,0,1420,4400,1610,1
368888,3,1.5,12186,1,0,0,4,7,1490,0,1950,0,1180,14285,1459,1
339500,4,2.5,7862,2,0,0,3,7,1930,0,1994,0,1640,9145,1645,4
344950,4,1.75,7500,1,0,0,4,7,1120,1120,1956,0,1440,7500,1654,1
450000,3,2,17688,1,0,0,3,8,2320,0,1952,1994,1610,14482,1604,1
814950,4,2.75,6626,2,0,0,3,9,2990,0,2014,0,2910,5533,1598,2
299900,4,2.5,5730,2,0,0,3,8,2200,0,2003,0,2200,5772,1672,4
315000,3,2,7828,1,0,0,4,7,1500,0,1967,0,1500,7700,1497,4
880000,3,1.75,9000,1,0,2,3,9,1930,1930,1970,0,2960,9000,1570,1
195000,3,1.5,5200,1,0,0,4,7,1030,400,1977,0,1190,5200,1557,4
910000,5,2.75,8279,2,0,0,3,9,3750,0,2001,0,3450,8279,1578,2
540000,5,2.5,10189,2,0,0,3,8,3100,0,2002,0,2840,10189,1681,5
306000,3,2.5,5874,2,0,0,3,7,1870,0,2005,0,2090,4060,1784,4
272000,4,2.25,7600,1,0,0,4,8,1580,460,1978,0,2130,7200,1631,3
1295000,5,3.5,8504,2,0,0,3,8,2750,950,1950,2014,2370,6246,1577,1
450000,3,1.75,9258,1,0,1,3,8,2370,780,1970,0,2740,10274,1630,2
450000,3,2.5,12793,2,0,0,3,8,1990,0,1993,0,2290,9035,1732,2
310000,4,1,11075,1.5,0,0,3,7,1740,0,1965,0,1580,7684,1759,1
530000,2,2.25,11285,1,0,0,4,8,1180,900,1954,0,2590,13048,1423,4
435000,4,2.5,10125,2,0,0,4,7,1560,500,1979,0,1760,9876,1543,1
485000,3,2,11222,1,0,0,4,7,1590,0,1948,0,2160,16300,1430,1
690000,3,1.5,4000,2,0,0,3,8,1760,0,1922,0,1760,4000,1737,1
305000,4,2.5,4000,2,0,0,3,7,1620,0,2008,0,1580,3780,1464,4
3e+05,3,1.75,7000,1,0,0,3,7,1210,0,1975,0,1670,7000,1611,4
289950,4,3,5050,1,0,0,3,8,1490,550,1993,0,2020,6118,1533,4
575000,3,2.5,9600,2,0,0,3,9,2270,0,1990,0,2580,9617,1611,2
1820000,4,4.5,53330,2,0,0,3,12,6640,0,1993,0,4620,68625,1742,2
219000,3,1.5,9600,1,0,0,4,7,1060,0,1962,0,1440,9600,1724,3
265000,4,3,8170,1,0,0,4,7,1940,0,1948,0,1310,8169,1737,1
1105000,5,3.25,5000,2,0,0,3,9,2050,1020,2006,0,2070,5000,1725,1
2e+05,3,1,7590,1,0,0,3,6,820,110,1943,0,1220,7590,1487,1
545000,4,2.75,8480,1,0,3,4,7,1210,970,1959,0,2240,8497,1441,1
378000,3,2.5,8404,2,0,0,3,8,2130,0,1991,0,2130,8404,1477,4
388000,2,1.75,4800,1,0,0,4,6,800,0,1922,0,1090,5000,1470,1
425000,4,2.25,8384,1,0,0,3,7,1250,950,1959,0,1750,8384,1590,1
536000,2,1.5,746,2,0,0,3,8,1030,100,2009,0,1520,1519,1732,1
1175000,3,2.5,23180,1,1,4,3,8,1100,870,1937,1998,3030,34689,1772,1
629950,3,2.5,1620,2,0,0,3,9,1120,560,2014,0,1610,1618,1472,1
465000,4,1.75,5350,1,0,0,3,7,980,490,1955,0,1970,6138,1758,1
545000,4,2.25,40510,1,0,0,4,8,2390,0,1969,0,3200,36989,1681,2
592000,4,2.5,11165,2,0,0,4,8,2300,0,1979,0,2170,11165,1527,2
446000,4,2,43692,1,0,0,3,7,1140,1140,1957,1984,2580,37938,1690,4
375000,3,2.5,816,3,0,0,3,8,1330,0,2004,0,1330,1113,1723,1
632500,5,2.5,7096,2,0,0,3,7,2640,0,2003,0,2640,4850,1753,2
459950,4,1.75,9747,1,0,0,3,8,1780,650,1974,0,2340,10296,1700,1
485000,4,2.5,35073,2,0,0,3,9,2470,0,1989,0,2990,35259,1757,4
255000,3,1,11330,1,0,0,3,7,1440,0,1965,0,1580,10100,1540,1
251750,3,2,7200,1,0,0,5,7,1320,0,1975,0,1540,7200,1759,4
725000,3,2.5,6300,2,0,0,3,8,2810,0,2001,0,2860,6630,1434,2
460000,3,3.25,1194,3,0,0,3,8,1370,0,2005,0,1320,1217,1631,1
625000,3,2.5,6341,1,0,0,5,8,1040,960,1981,0,2030,6341,1680,1
530000,3,1.75,6760,1,0,0,4,8,1980,0,1973,0,2120,7280,1792,2
394950,3,2.5,8172,2,0,0,3,8,2050,0,2002,0,2140,5664,1438,1
324950,4,1.75,9240,1,0,0,3,7,1160,1160,1959,2014,2130,7320,1694,1
330000,3,2.25,1985,2,0,0,3,7,1750,210,2003,0,1760,1985,1429,1
220000,4,1.75,8171,1,0,0,3,7,1910,0,1986,0,1910,7542,1507,4
685000,3,3.25,11070,2,0,0,4,8,2030,0,1980,0,2450,11070,1732,2
5e+05,3,2.25,7680,1,0,2,3,8,1730,480,1972,0,2390,7680,1500,1
368000,4,2.75,9426,1,0,0,3,7,1360,1250,1965,0,1600,9426,1673,1
825000,3,2.25,7975,2,0,0,4,9,1550,970,1990,0,2520,9900,1613,2
660000,6,1.75,2774,1,0,0,3,7,1060,780,1900,0,1680,4292,1753,1
253000,3,1.75,7416,1,0,0,4,7,1570,0,1971,0,1900,7416,1648,4
392500,4,2.75,19923,1,0,0,5,7,1320,1080,1953,0,2470,10736,1489,4
605000,3,1.75,5400,2,0,2,3,9,1930,0,1978,0,2100,6840,1510,1
215000,3,1,10384,1,0,0,4,6,1160,0,1969,0,1200,9880,1785,4
650000,4,2.5,15000,2,0,0,4,9,2820,0,1985,0,2440,15000,1652,2
877500,4,2,8000,2,0,0,4,8,2040,1020,1922,0,2730,5800,1505,1
232500,3,1,8450,1,0,0,3,6,880,440,1961,0,1320,8450,1750,3
234000,2,2,3624,2,0,0,3,6,1200,0,2003,0,1360,2693,1584,4
380000,3,1.75,104108,1,0,0,3,7,1250,310,1970,0,2000,110957,1452,4
420000,5,2.25,64033,1,0,0,3,9,2730,340,1983,0,1560,28260,1661,3
399950,3,1,9600,1,0,0,3,7,1040,0,1978,0,1370,10889,1557,2
256750,3,2.5,8991,1,0,0,3,7,1570,420,1969,0,1920,8991,1779,4
535000,3,2.5,9626,2,0,0,3,8,1690,0,1984,0,1860,8958,1767,2
515000,3,2,2738,2,0,0,4,9,1810,0,1979,0,1760,2754,1609,2
770000,4,1.75,8442,1,0,0,4,7,1640,880,1953,0,2110,8442,1512,2
256000,3,2.5,5113,1,0,0,3,7,1090,480,1996,0,1570,5150,1553,3
489900,3,1,8910,1,0,0,4,7,1680,0,1940,0,1620,7182,1687,1
165000,3,1.5,7200,1,0,0,4,7,1250,0,1978,0,1250,7560,1688,3
220000,3,1.5,7742,1,0,0,4,7,1280,0,1962,0,1450,8316,1478,4
575000,4,2.5,20793,2,0,0,4,11,4620,0,1991,0,3640,20793,1745,3
375000,3,2.5,5725,2,0,0,3,7,1580,0,2004,0,1510,5725,1617,2
422250,3,1.75,7145,2,0,0,5,8,1300,350,1977,0,1760,7206,1533,1
420000,3,1.75,9600,1,0,0,3,8,1380,280,1981,0,2030,9500,1766,2
608000,4,2.5,7140,2,0,0,3,8,2410,0,1993,0,2350,7140,1654,2
620000,3,2.25,4000,1.5,0,0,4,7,1450,270,1921,0,1410,4000,1784,1
850000,3,2.5,12406,2,0,2,3,9,1940,1180,1983,0,3240,13141,1507,2
463000,4,2.5,9928,1,0,0,4,8,1340,1340,1974,0,2180,10478,1539,2
750000,5,1.75,13290,1,1,4,4,8,1400,1240,1954,0,2400,11942,1528,1
1070000,3,3.25,13264,2,0,0,3,9,3730,0,1989,0,3730,14933,1471,2
290000,3,2,6498,1,0,0,3,7,1700,0,1986,0,1700,6654,1668,4
525000,4,1.75,5959,1,0,0,3,7,1250,1030,1947,0,1640,5911,1729,1
319000,3,2.25,2980,2,0,0,3,7,1220,0,1986,0,1220,2140,1507,2
592500,6,4.5,8504,2,0,0,3,7,3500,0,1980,0,1550,8460,1522,1
350000,3,2.5,14298,2,0,0,3,7,2010,0,1977,0,2010,14298,1787,6
454900,3,1.75,9775,1,0,0,4,8,1430,700,1973,0,2130,11250,1498,2
272000,4,2.25,9018,2,0,0,3,7,1800,0,1992,0,1670,9380,1450,8
357500,3,1,10125,1,0,0,3,7,1070,0,1961,0,1540,10200,1723,2
285000,3,1.75,5000,1,0,0,5,6,1020,0,1954,0,1360,5000,1680,1
280000,4,2,6861,1,0,0,3,7,1600,0,1994,0,1870,7455,1470,3
477000,4,1.5,7800,1,0,0,3,7,1080,300,1928,0,1770,7503,1674,1
750000,3,2.25,168000,2,0,0,4,10,3270,0,1982,0,3220,7963,1717,4
595000,4,2.5,3125,2,0,2,3,7,1400,700,1907,1993,2060,5040,1597,1
525000,3,2.25,2850,3,0,0,3,8,2110,0,2001,0,1340,5001,1722,1
319000,3,1.75,53400,1,0,0,4,7,1640,0,1966,0,1850,380279,1728,6
225000,3,2,5665,1,0,0,3,7,1320,0,1986,0,1336,7080,1681,3
485000,4,2.5,10603,1,0,0,5,7,1210,1210,1958,0,1750,10800,1716,2
341000,3,1,4814,1.5,0,0,3,6,1390,0,1908,0,1730,3990,1736,1
674000,3,3.25,6744,2,0,0,3,9,1930,390,2014,0,1700,6744,1539,1
442250,3,2.5,8169,2,0,0,3,8,2170,0,2003,0,2240,6733,1528,4
591000,4,2.25,38180,2,0,0,4,8,2710,0,1977,0,2590,38180,1787,2
276000,3,2,8928,1,0,0,3,7,1450,0,1998,0,2050,8523,1603,4
394000,3,2.5,4400,1,0,0,3,8,1370,0,1988,0,1630,4400,1686,2
355000,3,2.5,3192,1,0,0,3,7,1070,740,2001,0,1740,3720,1597,5
260000,3,2.5,14850,1,0,0,4,7,1020,400,1963,0,2060,8800,1791,3
3e+05,3,2.75,9620,1,0,0,3,8,1340,750,1987,0,2150,9660,1738,3
310000,3,2.75,9620,1,0,0,3,8,1340,750,1987,0,2150,9660,1472,3
209000,3,1,6900,1,0,0,3,7,1330,0,1976,0,1530,7000,1584,3
344950,3,2,7419,1,0,0,3,7,1330,0,1985,0,1330,7297,1575,2
230000,5,2,7200,1,0,0,4,6,1110,800,1951,0,1150,5948,1758,1
336950,3,1.75,7680,1,0,0,4,8,1410,900,1978,0,2080,7680,1441,3
7e+05,3,2.75,7378,1,0,0,5,7,1390,1110,1948,0,2040,7140,1758,1
230000,3,2,7332,1,0,0,3,7,1310,0,1987,0,1530,7362,1673,4
443500,4,2.5,21781,2,0,0,3,8,2040,0,1994,0,2410,21781,1749,5
471000,4,2.5,21781,2,0,0,3,8,2040,0,1994,0,2410,21781,1451,5
595000,3,2.25,16301,1,0,0,3,8,1400,1000,1962,0,1720,9828,1576,1
470000,3,1,4914,1.5,0,0,3,7,1400,0,1929,0,1400,3744,1595,1
6e+05,4,1.75,7800,1,0,0,4,8,1700,0,1975,0,2430,8342,1574,2
1381000,4,3.75,9525,2.5,0,0,3,10,3160,0,1997,0,2400,9525,1773,1
427800,3,1.75,13241,1,0,2,3,7,1340,0,1985,0,2090,9704,1602,2
445000,4,2,8395,1,0,0,4,7,1470,0,1965,0,1760,7976,1763,2
382000,3,1.75,7679,1,0,0,4,7,1790,0,1953,0,1560,7680,1723,1
577000,3,1.5,20251,1,0,0,5,7,1200,360,1989,0,1560,19119,1605,2
427000,3,2.5,108464,2,0,0,4,8,2620,0,1990,0,3190,105850,1429,4
255000,3,1,8206,1,0,0,3,7,1100,480,1962,0,1600,8196,1562,3
240000,3,1,10000,1,0,0,3,6,1090,0,1961,0,1040,7500,1718,5
1234580,5,3.25,6551,1.5,0,4,4,9,2500,740,1939,0,2740,9300,1749,1
435000,4,1.75,7200,1,0,2,5,7,1260,1260,1955,0,2360,7300,1511,4
1450000,3,1.75,13529,1,0,0,3,9,2230,0,1949,0,2230,11900,1469,2
425000,4,3,5502,2,0,0,3,8,2430,0,2002,0,2000,5702,1429,4
393000,2,1,4200,1,0,0,5,6,1020,0,1923,0,1660,4200,1570,1
264950,4,1,7500,1,0,0,2,7,1410,400,1959,0,1250,6255,1749,1
746500,4,2.5,9699,2,0,0,3,10,3460,0,1987,0,3140,10631,1453,2
450000,3,1,8100,1,0,0,3,7,1170,850,1956,0,1480,7620,1592,1
229950,3,2,7466,1,0,0,3,7,1410,0,1983,0,1410,7610,1752,4
425000,2,1,4000,1,0,0,2,6,750,0,1933,0,1160,4000,1542,1
2555000,4,2.5,26211,2,1,2,2,10,4570,730,1923,0,3890,19281,1787,1
1400000,4,3.5,66613,1.5,0,0,3,11,4380,0,1993,0,4010,70109,1438,2
753000,3,2.25,9047,2,0,0,4,8,2290,0,1984,0,2120,9275,1616,2
310000,2,1,5750,1,0,0,2,6,720,0,1943,0,980,6125,1641,1
395000,2,1,6014,1,0,0,4,6,600,600,1949,0,1270,4652,1567,1
725000,3,2.5,28703,1,0,0,3,10,2620,0,1985,0,2950,30290,1575,2
295000,4,3,7650,2,0,0,3,8,2120,0,1964,0,2260,7885,1680,2
225000,3,1.75,8820,1,0,0,4,7,1580,0,1967,0,1280,8500,1746,3
1699000,3,3.25,35153,3,0,2,3,12,3690,470,2001,0,3290,11533,1694,1
431000,3,2.25,8831,1,0,0,3,7,1460,370,1979,0,2330,8064,1522,2
358500,3,2.5,8057,1,0,0,3,8,1360,640,1998,0,2530,8964,1470,4
595000,2,1,3600,1,0,0,3,6,980,0,1907,0,1690,3600,1437,1
468000,4,2.5,20682,2,0,0,3,7,3040,0,2000,0,2670,9742,1477,5
260000,4,1,8100,1,0,0,4,7,1020,720,1962,0,1600,8949,1583,4
375000,3,2,7300,1.5,0,0,5,7,1450,0,1955,0,1660,9069,1660,1
295000,3,2.5,4200,2,0,0,3,7,1560,0,2003,0,1560,4200,1775,4
403900,4,2.5,8909,1,0,2,4,8,1690,360,1986,0,2190,8912,1708,3
269950,3,1.75,12823,1,0,0,4,7,1460,300,1956,0,1450,10800,1717,3
640000,3,3.5,1975,2,0,3,3,8,1310,430,1998,0,1740,1975,1506,1
221000,3,1,8789,1,0,0,3,7,910,0,1966,0,1160,8789,1742,1
255000,3,1.75,7532,1,0,0,3,7,1700,0,1987,0,1690,7405,1752,4
3e+05,4,2.5,4469,2,0,0,3,7,2620,0,2008,0,2250,4500,1746,4
270000,3,2.25,7410,1,0,0,4,7,1500,0,1973,0,1750,7990,1476,4
575000,4,1.75,5750,1,0,0,3,7,1160,470,1947,0,1640,5750,1493,1
246900,3,1.5,9800,1,0,0,5,7,1370,0,1968,0,1370,9800,1513,3
635000,2,2.5,1132,2,0,0,3,8,1130,260,2006,0,1400,1237,1459,1
450000,3,2,67756,1,0,0,3,7,1540,0,1900,1973,2060,67756,1479,2
215000,3,1,7500,1,0,0,5,7,1190,0,1968,0,1200,9750,1667,4
785000,3,3.5,21870,2,0,0,3,10,4500,0,2004,0,4670,23058,1758,4
522500,4,3,8154,1,0,0,3,7,1380,990,1977,0,2100,8148,1504,1
150000,2,1.5,1934,2,0,0,4,7,1360,0,1978,0,1360,1898,1717,3
199950,2,1.75,18537,1,0,0,4,6,870,0,1946,0,1300,22800,1571,3
3e+06,4,4.25,12445,2,1,4,5,10,3850,1000,1989,0,3350,12210,1751,2
379900,3,2,44967,2,0,0,3,9,3020,90,1999,0,2150,44967,1729,4
950000,4,2.5,7051,2,0,0,3,11,3700,0,2006,0,3580,6175,1595,2
865000,6,2.75,5150,2,0,0,5,8,2430,1070,1909,0,1430,3860,1583,1
785000,3,1.75,9600,1,0,0,5,8,1670,0,1961,0,1900,9600,1765,1
245700,3,2.25,8400,1,0,0,3,8,1180,460,1968,0,1600,8120,1744,3
951000,3,2.25,12825,1,0,1,3,9,3400,0,1961,0,2510,11574,1450,1
499950,3,1.75,3500,1,0,0,5,7,1030,1030,1951,0,1110,6000,1463,1
257000,3,1.75,36537,1,0,0,4,7,1330,0,1989,0,1650,35100,1513,4
549000,3,2,3600,1.5,0,0,4,7,1580,750,1900,0,1750,3600,1660,1
1600000,3,2.75,21052,2,0,0,4,10,3040,0,1980,0,2950,21052,1515,2
1400000,5,3.75,7920,3,0,4,3,9,2900,800,1983,0,2860,6360,1575,1
619000,3,2,3000,1.5,0,2,5,8,1430,560,1927,0,1780,5000,1688,1
311000,5,3,5917,1,0,0,3,7,1220,800,1993,0,2130,5529,1638,1
6e+05,5,2.25,7781,1,0,0,3,9,1580,1400,1960,0,2310,7781,1738,1
1080000,4,3.5,5267,2,0,0,3,10,3990,0,2008,0,3230,6481,1743,2
436000,2,1,6600,1,0,0,3,6,790,0,1949,0,1520,4400,1750,1
205000,2,1,8000,1,0,0,3,6,1060,0,1941,0,1390,8000,1724,1
514000,3,2.25,54014,1,0,0,3,7,1450,810,1962,0,2140,44431,1674,2
530000,2,2.5,2983,2,0,0,3,8,1900,0,2006,0,1510,3876,1674,2
511000,5,2.5,6983,2,0,0,3,10,3361,0,2006,0,3112,6920,1697,4
2100000,4,1.75,19865,2,0,0,3,9,3550,0,1962,2002,3000,19862,1785,2
370000,5,2.5,5460,2,0,0,3,8,2740,0,2005,0,2900,5971,1486,4
5e+05,4,1.75,6000,1,0,0,5,7,1020,1020,1943,0,1440,6000,1570,1
710000,4,2.5,129808,2,0,0,3,10,4070,0,1998,0,4070,102366,1611,4
270000,1,1,5196,1,0,0,3,7,720,0,1911,0,1580,5762,1669,1
415000,3,1.75,8400,1.5,0,0,4,8,2000,0,1959,0,2000,8400,1703,1
1800000,5,4.5,15580,2,0,0,3,11,3390,1010,2003,0,2150,14249,1764,2
236000,3,1.75,8976,1,0,0,3,7,1300,0,1967,0,1430,9750,1569,3
278000,2,2.5,2229,2,0,0,3,7,1420,0,2004,0,1500,2230,1578,4
312000,3,2.25,5338,1,0,0,5,7,770,770,1954,0,1680,6525,1766,1
539000,3,2.25,5338,1,0,0,5,7,770,770,1954,0,1680,6525,1492,1
498000,3,3,2750,2,0,1,3,7,1780,580,1983,0,1970,5800,1667,1
857000,4,3,29043,2,0,0,3,9,3720,0,1991,0,1610,23000,1773,2
780000,3,1.75,13500,1,0,0,4,7,1690,0,1978,0,1950,10500,1499,1
650000,3,2,5000,1,0,0,4,8,1150,1150,1938,0,2300,5000,1654,1
559500,4,1.75,7088,1,0,0,3,8,1650,0,1973,0,1850,7523,1456,2
219950,2,1,6448,1,0,0,3,7,990,0,1948,0,1130,7200,1715,1
671500,4,2.25,8410,2,0,0,4,8,2130,0,1977,0,2170,8400,1714,2
813000,4,2.5,52707,2,0,0,3,10,3320,0,1999,0,3040,54450,1674,2
182000,3,2.25,8875,1,0,0,3,7,1290,670,1965,0,1890,8700,1711,3
203700,2,1,2500,1,0,0,3,6,770,0,1913,1960,1500,8286,1686,2
740000,4,1.75,3600,1.5,0,0,3,7,2010,0,1902,0,2010,3600,1795,1
230000,2,1,17965,1,0,0,4,5,800,0,1942,0,1500,8925,1485,4
128000,3,1,11117,1,0,0,3,7,910,0,1955,0,1490,8416,1638,3
345000,3,1,6628,1,0,0,4,7,1200,0,1952,0,1330,6768,1686,1
663000,4,2.5,6246,2,0,0,3,7,3570,0,2005,0,2260,5231,1438,2
329950,3,2.5,8085,2,0,0,3,7,1820,0,1983,0,1860,8625,1749,4
1047500,3,2.25,7005,3,0,2,3,9,2670,260,1999,0,2450,6460,1697,1
402300,3,1.75,4050,1,0,0,3,7,870,610,1926,0,1350,4500,1604,1
492000,4,2.5,16164,1.5,0,0,5,7,2245,1060,1922,1956,1620,8883,1793,1
448000,4,2.5,5000,1,0,0,3,7,1650,580,2006,0,2090,4637,1428,4
273000,3,1,7800,1,0,0,3,7,1560,0,1955,0,1468,9375,1499,1
335000,3,1,7200,1,0,0,3,6,880,150,1948,0,1030,7200,1644,1
695000,3,3.75,3600,1.5,0,0,3,7,1690,690,1927,0,1990,3520,1672,1
279000,3,1,7903,1,0,0,3,6,1010,0,1948,0,1010,7903,1432,1
485000,2,1.75,2700,1,0,0,3,7,1030,1030,1929,0,1390,2700,1581,1
383000,4,2.5,10580,2,0,0,3,8,2370,0,1966,0,1590,8584,1696,4
490000,4,2.5,37451,2,0,0,3,8,2242,0,1995,0,2242,13125,1570,2
240000,2,1.5,1263,2,0,0,3,7,1078,0,1990,0,1078,1263,1597,2
285000,2,1,7250,1,0,0,3,7,890,0,1943,0,900,7000,1500,1
524950,3,1.5,24539,2,0,0,3,7,2120,580,1977,2014,1830,11000,1499,5
729000,4,2.5,27081,2,0,0,3,8,2450,0,1985,0,2630,12025,1458,2
460000,3,1.75,8250,1,0,0,4,7,1420,0,1960,0,2020,8250,1672,2
687500,3,1.5,2114,1.5,0,0,3,8,1280,0,1904,0,1540,1456,1633,1
1168000,5,2.75,15118,1,0,0,5,9,1780,1130,1972,0,2880,15253,1694,2
825000,4,2.25,10050,2,0,0,4,8,2430,0,1979,0,2390,10250,1632,2
314950,2,2.5,6359,2,0,0,3,7,1860,0,2003,0,1860,6359,1710,4
470000,3,2,12669,1,0,0,3,7,1800,0,1956,1990,1970,9775,1765,2
5e+05,3,1.5,8815,1,0,0,4,7,1020,940,1958,0,1760,9534,1690,2
313000,3,1.5,7260,1.5,0,0,2,6,1550,0,1925,0,1190,7620,1599,1
445000,2,1,3840,1,0,0,4,7,840,0,1926,0,1310,3840,1729,1
3e+05,4,1.75,8750,1,0,0,4,8,1330,750,1967,0,1790,8750,1680,3
619500,4,2.5,5077,1.5,0,0,4,8,1480,730,1912,0,1740,5000,1633,1
305000,3,1.5,5240,1,0,0,4,7,610,600,1983,0,1560,5240,1756,1
874000,3,2.5,941,3,0,0,3,9,1350,0,2007,0,1640,1369,1464,1
477500,3,2,5146,2,0,0,3,8,1860,0,1991,0,1950,5146,1483,2
7e+05,3,2,4500,1,0,3,3,7,1090,850,1926,0,1700,4500,1606,1
515000,4,3.5,5222,2,0,0,3,9,3400,0,2005,0,3190,5326,1490,4
590000,4,2.5,9385,2,0,0,3,8,2240,0,1991,0,2010,9000,1631,1
205000,3,1.75,8239,1,0,0,3,7,1170,0,1981,0,1180,7866,1738,4
310000,3,3.25,9302,2,0,0,3,8,2190,940,1987,0,2350,7949,1625,3
442500,2,2.25,7280,2,0,0,3,7,1510,0,1987,0,1510,8120,1687,2
1078500,4,3.5,41458,2,0,2,3,11,3740,0,2000,0,3750,38325,1610,2
530000,4,2.5,46609,2,0,0,3,8,2690,0,1980,1991,1500,34800,1683,4
343500,4,1.75,6204,1,0,2,4,7,1180,580,1950,0,1990,6240,1745,1
334900,4,1.75,4066,1.5,0,0,3,6,1270,910,1911,0,1400,1343,1442,1
544300,4,1.75,9000,1,0,0,5,7,1560,0,1969,0,1510,8848,1611,2
370000,3,2.5,4050,2,0,0,3,7,1780,0,2001,0,1571,4976,1774,1
245000,3,1.75,6908,1,0,0,3,7,1260,0,1994,0,1810,7159,1776,4
535000,4,1.75,3250,1.5,0,0,5,8,1570,0,1928,0,1570,5720,1514,1
202000,2,1,6550,1,0,0,4,5,740,0,1946,0,1080,8515,1459,1
490000,4,2.25,4960,2,0,0,3,7,1710,310,1938,0,1590,4550,1598,1
651500,4,1.5,3075,2,0,0,5,7,1420,80,1929,0,1480,3774,1570,1
270000,4,2.5,8056,1,0,0,3,7,1170,500,1961,0,1360,8056,1541,1
1164000,3,3.5,8072,2,0,0,3,10,2920,700,1999,0,3680,9624,1458,2
289000,2,1.5,1309,2,0,0,3,7,860,150,2007,0,1190,3060,1723,1
240000,3,1.5,13503,1,0,0,4,6,1460,0,1977,0,1460,13394,1448,4
790000,3,1.75,6117,1,0,2,3,8,1350,440,1940,0,1960,5554,1785,1
350000,3,2.25,9621,2,0,0,3,7,1760,0,1995,0,1810,6589,1564,5
246950,3,3.5,1682,2,0,0,3,7,1480,310,2006,0,1150,4000,1618,1
4e+05,3,1,6000,1,0,0,3,7,1050,0,1952,0,1720,6000,1550,1
533000,4,2.5,6394,2,0,0,3,8,2590,0,2003,0,2500,5328,1499,2
198400,3,1,8645,1,0,0,4,7,1040,0,1962,0,1290,8645,1626,4
495000,4,2.5,8547,2,0,0,3,9,2790,1270,2007,0,2810,8313,1618,4
862000,4,2.5,14565,2,0,0,3,11,3190,0,1990,0,3420,20475,1753,2
870000,4,2.5,14565,2,0,0,3,11,3190,0,1990,0,3420,20475,1689,2
875000,4,1.75,9726,1,0,0,4,9,2180,0,1966,0,2560,10244,1500,1
317000,6,3.5,5840,2,0,0,5,7,2120,0,1979,0,1860,8000,1674,1
325000,4,2.75,6838,2,0,0,4,8,2110,0,1991,0,2100,7280,1714,4
615000,2,1.5,5000,1.5,0,0,5,6,1210,0,1907,0,1570,5000,1657,1
334950,4,2.5,7846,2,0,0,3,8,2410,0,1992,0,2380,7914,1718,3
775000,3,2.5,7807,2,0,0,4,9,1980,0,1989,0,1590,7579,1687,2
6e+05,4,2.5,9135,1,0,0,4,8,1600,770,1967,0,2050,9468,1686,2
565000,3,1.75,2218,1.5,0,0,3,7,1270,450,1931,2003,1130,1600,1711,1
292500,2,1,5026,1,0,0,4,6,750,0,1942,0,1260,5040,1619,1
825000,3,2.25,10418,1,0,0,3,8,1810,700,1968,0,2510,9435,1436,1
495000,3,2.5,156816,2,0,0,3,8,2577,0,2000,0,2090,156816,1450,4
525000,3,1.5,4773,2,0,0,3,8,1540,0,1941,2009,1540,5750,1780,1
438600,1,1,2500,1,0,0,3,7,720,0,1910,0,1520,3750,1424,1
507000,3,2.25,8158,1,0,0,3,8,1450,360,1984,0,1740,9532,1694,2
275900,3,1.75,8400,1,0,0,3,7,1380,0,1967,0,1540,8400,1436,3
1170000,4,2.5,6251,2,0,0,3,9,2570,0,2000,0,2570,9588,1752,2
275000,4,1.75,6000,1,0,0,3,7,1690,0,1957,0,1350,6000,1577,1
